PSM,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,TotalUnits,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
156128.3529,2.45,1.43,18.5,2.28,2.81,Bang Kapi,Huai Khwang,1642,6,1,1,1,0,1,1,0,0
63669.5,3.5,2.18,18.27,2.32,3.88,Bang Kapi,Huai Khwang,630,14,0,1,1,0,1,1,0,0
55357,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Samsen Nok,Huai Khwang,250,17,0,0,0,0,0,1,0,0
45249.5,1.55,2.76,13.03,1.97,4.61,Samsen Nok,Huai Khwang,261,17,0,1,0,0,0,1,0,0
87857,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Samsen Nok,Huai Khwang,101,12,1,1,0,0,1,1,0,0
32810.5,1.55,2.66,13.13,1.92,4.69,Samsen Nok,Huai Khwang,583,27,0,0,1,0,1,1,1,0
51060.5,0.87,3.29,12.7,2.15,3.99,Samsen Nok,Huai Khwang,202,15,0,1,0,0,0,1,0,0
54458.63636,2.11,1.42,14.43,4.86,3.89,Samsen Nok,Huai Khwang,500,15,0,1,1,0,1,1,0,0
146315.8889,3.65,2.15,18.7,1.95,2.61,Bang Kapi,Huai Khwang,591,2,0,1,1,0,0,0,0,0
202177.5,2.52,1.31,18.7,2.03,2.99,Bang Kapi,Huai Khwang,508,6,1,1,1,1,0,0,1,0
119661.1667,4.35,2.78,18.79,2.2,3.31,Bang Kapi,Huai Khwang,667,8,1,0,1,0,1,1,0,0
77091.11111,2.39,3.38,18.38,2.61,0.89,Bang Kapi,Huai Khwang,660,10,0,1,1,0,1,1,0,0
96758.42857,4.58,3,18.78,2.36,0.56,Bang Kapi,Huai Khwang,515,12,1,1,1,0,1,1,1,0
134325.5,4.24,2.68,18.73,2.18,3.2,Bang Kapi,Huai Khwang,496,2,0,1,1,0,0,0,0,0
104727.5,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Kapi,Sattahip Sattahip District,77,18,0,1,0,0,0,1,0,0
103521.5,3.07,4.28,15.85,4.74,2.58,Huai Khwang,Huai Khwang,1844,5,1,1,1,0,0,0,0,0
57593.25,4.68,4.03,16,4.58,2.58,Pracha Rat Bamphen 12 Alley,Huai Khwang,176,19,0,1,0,0,0,1,0,0
72776.5,2.48,4.77,15.28,4.1,3.17,Huai Khwang,Huai Khwang,126,16,0,1,1,0,1,1,0,0
61916,3.22,4.5,15.82,4.82,2.51,Samsen Nok,Huai Khwang,1324,18,0,1,1,0,0,0,1,0
56166.5,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Kapi,Huai Khwang,325,26,0,1,0,0,0,1,0,0
55172,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Kapi,Huai Khwang,474,19,0,1,0,0,0,1,0,0
72873.5,3.6,4.51,17.73,3.88,1.64,Bang Kapi,Huai Khwang,655,6,1,1,1,1,1,1,0,0
171149.6,2.87,1.96,18,2.69,3.02,Huai Khwang,Huai Khwang,1222,2,1,1,1,1,0,0,0,0
85192.66667,3.46,2.54,17.51,3.1,3.49,Huai Khwang,Huai Khwang,2330,15,1,1,1,0,0,0,1,0
109322,4.56,3.26,17.62,3.16,0.69,Huai Khwang,Huai Khwang,1980,2,0,1,1,1,0,1,0,0
92647,4.51,3.23,17.61,3.15,3.45,Bang Kapi,Huai Khwang,217,4,0,1,1,0,1,1,0,0
87080.91667,3.63,2.46,17.85,2.73,3.85,Huai Khwang,Huai Khwang,1908,11,0,1,1,0,1,1,1,0
100270,4.49,4.62,16.74,4.43,1.87,Bang Kapi,Huai Khwang,410,1,0,1,1,0,0,0,0,0
123627.2,2.07,4.86,15.05,4.51,3.64,Huai Khwang,Huai Khwang,674,10,1,1,1,1,1,1,0,0
98362.5,0.91,2.68,13.91,0.93,4.76,Samsen Nok,Huai Khwang,520,15,0,1,1,0,0,1,0,0
53507.33333,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Kapi,Huai Khwang,900,18,0,1,0,0,0,1,0,0
35000,2.13,4.7,14.78,4.55,3.61,Huai Khwang,Huai Khwang,469.7599049,28,0,0,0,0,0,1,1,0
111332.3333,2.06,1.41,14.67,4.65,3.7,Huai Khwang,Khwaeng Huai Khwang,270,4,0,1,1,1,1,1,0,0
72428,1.06,2.45,13.63,1.64,4.8,Samsen Nok,Huai Khwang,79,4,0,1,1,0,1,1,0,0
169569.3333,2.61,1.77,18.14,2.63,2.78,Bang Kapi,Huai Khwang,347,7,1,1,1,0,0,0,0,0
103269,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Huai Khwang,Huai Khwang,159,6,1,1,1,0,0,0,0,0
59895.5,2.64,4.93,15.26,4.05,3.09,Samsen Nok,Huai Khwang,308,16,0,1,0,0,0,1,0,0
75610,2.27,4.6,15.29,4.41,4.25,Ratchadaphisek,Din Daeng,203,14,0,1,0,0,0,1,0,0
96278.2,2.83,1.94,18,2.7,2.97,Huai Khwang,Huai Khwang,663,11,1,1,1,0,1,1,0,0
71937.8,1.95,1.96,13.8,1.38,4.51,Samsen Nok,Huai Khwang,199,10,1,1,1,0,0,1,0,0
142757.375,4.61,3.78,16.4,4.19,2.07,Huai Khwang,Huai Khwang,1002,10,1,1,1,1,1,1,0,0
81215.33333,4.83,3.92,16.39,4.23,1.98,Khwaeng Huai Khwang,Huai Khwang,1092,7,0,1,1,1,0,0,0,0
72857,1.4,2.53,13.31,2.25,4.77,Samsen Nok,Huai Khwang,78,5,1,1,1,0,1,1,0,0
73463.5,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Samsen Nok,Huai Khwang,73,11,0,1,0,0,0,1,0,0
123600,2.07,4.86,15.05,4.51,3.64,Huai Khwang,Huai Khwang,674,8,0,1,1,1,1,1,0,0
77196.5,1.92,2.48,13.77,1.46,4.53,Chom Phon,Chatuchak,900,14,0,1,1,1,1,1,0,0
99667,1.94,0.57,11.76,2.76,2.51,Chom Phon,Chatuchak,147,5,0,1,1,0,1,1,0,0
124000,0.81,3.56,12.55,1.78,3.39,Chom Phon,Chatuchak,53,4,0,1,1,0,1,1,0,0
74807.5,1.77,1.05,11.53,2.83,2.33,Chom Phon,Chatuchak,570,3,0,1,1,0,0,1,0,0
93892,1.91,2.38,13.83,1.33,4.94,Chom Phon,Chatuchak,1813,5,0,1,1,0,1,1,0,0
100337,1.76,2.36,13.8,1.2,4.56,Chom Phon,Chatuchak,736,5,1,1,1,0,0,0,0,0
54182.66667,1.4,3.48,12.34,2.7,3.87,Samsen Nok,Huai Khwang,491,13,0,0,1,0,1,1,1,0
61852,1.536896235,2.97,10.38,0.61,2.9,Ram Inthra,Khan Na Yao,338,7,1,1,1,0,1,1,0,0
91485,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Ram Inthra,Bang Phlat,679,1,0,1,1,0,1,1,0,0
56414,1.536896235,3.21,11.89,2.25,4.69,Khan Na Yao,Khan Na Yao,152,10,1,1,1,1,0,1,0,0
62759.5,1.18,2.78,4.48,3.05,4.38,Ram Inthra,Bang Khen,1269,16,0,1,1,0,1,1,0,0
72323.66667,1.536896235,4.11,13.02,3.02,4.87,Khan Na Yao,Khan Na Yao,450,5,0,1,1,0,1,1,1,0
69679.33333,1.536896235,3.11,12.85,3.06,3.89,Ram Inthra,Lat Phrao,252,7,0,1,1,0,1,1,0,0
54791,1.536896235,4.63,13.31,0.9,3.54,Khlong Kum,Khan Na Yao,434,5,0,1,1,0,1,1,0,0
41714,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Kum,Khan Na Yao,455,7,1,1,1,0,1,1,0,0
93432,1.536896235,3.53,10.67,0.69,1.68,Khet,Khan Na Yao,879,3,0,1,1,1,0,1,0,0
91064,4.19,2.8,15.58,2.53,0.41,Khlong Chan,Bang Kapi,207,4,0,1,1,0,1,1,0,0
612358.2353,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Ton Sai,Khlong San,146,6,0,1,1,0,0,0,0,0
106007,2.5,4.17,24.09,4.2,1.61,Bang Lamphu Lang,Khlong San,529,10,1,1,1,1,0,1,1,0
106435,2.64,1.27,24.28,4.51,1.28,Bang Lamphu Lang,Khlong San,114,31,0,1,1,0,1,1,1,0
100773,2.51,4.14,24.08,4.16,1.65,Bang Lamphu Lang,Khlong San,349,14,1,1,1,0,0,1,0,0
99781,2.61,4.52,24.24,4.6,1.4,Bang Lamphu Lang,Khlong San,899,3,0,1,1,0,1,1,0,0
93649,2.85,4.02,24.25,3.8,2.26,Khlong Ton Sai,Khlong San,365,11,0,1,1,0,1,1,0,0
107717.25,3.85,2.92,22.52,3.51,4.16,Khlong San,Khlong San,478,29,0,1,1,1,0,0,0,0
141837.5,2.78,4,24.2,3.82,2.17,Khlong Ton Sai,Khlong San,508,5,1,1,1,0,0,0,1,0
124473,2.45,4.1,24.02,4.15,1.59,Khlong Ton Sai,Khlong San,79,9,1,1,1,0,1,1,0,0
444563.1667,3.98,3.52,23,3.59,4.48,Khlong Ton Sai,Khlong San,379,5,1,1,1,0,0,0,0,0
117586.2727,2.73,4.01,24.18,3.85,2.1,Khlong Ton Sai,Khlong San,636,9,0,1,1,1,1,1,0,0
105582.4286,4.63,4.1,23.77,4.21,1.11,Khlong Ton Sai,Khlong San,593,12,1,1,1,0,1,1,0,0
139014,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Lamphu Lang,Khlong San,201,10,0,1,1,1,0,1,0,0
114804.3333,2.3,4.05,23.9,4.48,1.42,Khlong Ton Sai,Khlong San,636,15,0,1,1,0,0,0,1,0
66279,2.56,4.01,24.07,3.95,1.86,Khlong Ton Sai,Khlong San,199,17,0,1,1,0,1,1,0,0
95777.75,4.6,4.37,23.88,4.16,0.96,Khlong Ton Sai,Khlong San,446,19,0,1,0,0,1,1,0,0
115702.1429,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Lamphu Lang,Khlong San,187,17,0,1,0,0,0,1,0,0
97076.5,4.46,4.1,23.65,4.04,0.93,Khlong Ton Sai,Khlong San,297,16,0,1,0,0,1,1,0,0
106383,2.99,2.67,25.46,2.97,2.69,Bang Lamphu Lang,Khlong San,437,15,0,1,1,0,1,1,0,0
197696.6364,3.02,1.66,24.66,1.97,1.65,Bang Lam Phu Lang,Khlong San,669,2,0,1,1,0,1,1,0,0
109520.4286,2.91,4.17,24.36,3.96,2.22,Bang Lamphu Lang,Khlong San,377,13,0,1,1,0,1,1,0,0
86111,2.76,4.3,24.61,3.94,2.61,Bang Lamphu Lang,Khlong San,511,7,1,1,1,0,0,1,0,0
177313.4,2.48,4.21,24.08,4.28,1.53,Khlong Ton Sai,Khlong San,214,17,0,1,0,0,1,1,0,0
151175,2.38,4,23.94,4.05,1.6,Khlong Ton Sai,Khlong San,363,15,0,1,1,0,1,1,0,0
137325.5,4.17,3.11,22.88,3.82,4.52,Khlong San,Khlong San,578,3,0,1,1,0,0,1,0,0
96221.85714,2.64,3.28,23.67,2.97,3.05,Somdet Chao Phraya,Khlong San,363,3,0,1,1,0,1,1,0,0
103562.5,4.81,4,23.82,4.4,1.36,Khlong Ton Sai,Khlong San,200,10,0,1,1,0,1,1,0,0
188965.3333,2.82,4.28,24.57,3.94,2.55,Bang Lamphu Lang,Khlong San,819,2,0,1,1,0,1,1,0,0
358800.5556,3.84,2.96,22.55,3.49,4.17,Khlong San,Khlong San,133,5,1,1,1,0,0,0,0,0
118065.3333,2.5,4.04,24.04,4.03,1.73,Khlong Ton Sai,Khlong San,533,15,1,1,1,0,1,1,0,0
97113,2.34,3.89,23.87,3.92,1.66,Khlong Ton Sai,Khlong San,126,11,0,1,0,0,1,1,0,0
270000,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Lam Phu Lang,Klongtonsai,469.7599049,10,0,0,0,0,0,0,0,0
108627.6667,4.32,2.66,18.9,1.79,3.34,Sukhumvit 55 Rd.,Klongton-nua,98,12,0,1,1,0,1,1,0,0
119186.875,1.23,3.36,18.12,2.05,2.07,Khlong Tan Nuea,Watthana,376,11,1,1,1,1,0,0,0,0
338527.0909,3.3,1.62,19.94,0.23,2.53,Khlong Tan Nuea,Watthana,156,5,1,1,1,0,0,1,0,0
84673,4.8,3.13,18.44,2.18,1.18,Khlong Tan Nuea,Watthana,79,17,0,1,0,0,1,1,0,0
124558.3,1.13,3.18,18.3,1.88,1.99,Khlong Tan Nuea,Watthana,135,16,0,1,1,0,1,1,0,0
138517.5,2.68,1,19.64,1.01,3.55,Khlong Tan Nuea,Watthana,70,16,0,1,1,0,1,1,0,0
108871,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Tan Nuea,Watthana,25,15,0,1,1,0,1,1,0,0
398547,4.39,2.68,18.79,1.46,1.74,Khlong Tan Nuea,Watthana,84,7,1,1,1,0,0,0,0,0
98253,1.32,3.46,18.01,2.16,2.11,Khlong Tan Nuea,Watthana,70,29,0,1,0,0,0,1,0,0
183921,3.87,2.17,19.36,0.76,3.06,Khlong Tan Nuea,Watthana,85,12,0,1,1,0,1,1,0,0
97823.28571,3.31,1.6,19.88,0.56,2.46,Khlong Toei Nuea,Watthana,146,31,0,1,1,0,1,1,0,0
155556,4.58,2.87,18.6,1.61,1.83,Khlong Tan Nuea,Watthana,73,19,0,1,1,0,1,1,0,0
152929.3333,3.71,2.01,19.5,0.67,2.89,Khlong Tan Nuea,Watthana,137,12,0,1,1,0,1,1,1,0
140385.6,3.25,1.58,19.54,1.07,2.29,Khlong Tan Nuea,Watthana,87,11,0,1,1,0,1,1,0,0
99866.25,4.52,2.84,18.78,1.35,2.55,Khlong Tan Nuea,Watthana,103,28,0,1,1,0,0,1,0,0
158458.375,2.13,3.42,18.21,2.5,1.19,Khlong Tan Nuea,Watthana,736,6,1,1,1,1,0,0,0,0
160240.25,1.19,3.26,18.21,1.96,2,Khlong Tan Nuea,Watthana,173,8,1,1,1,0,0,0,0,0
184127.5,3.95,2.28,19.34,0.77,3.2,Khlong Tan Nuea,Watthana,153,13,0,1,1,0,1,1,0,0
368539.75,4.59,2.97,18.73,2.24,0.74,Khlong Tan Nuea,Watthana,148,5,0,1,1,1,0,1,0,0
292951.5333,4.58,2.92,18.75,1.4,2.7,Khlong Tan Nuea,Watthana,235,5,1,1,1,0,0,0,0,0
88900,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Tan Nuea,Watthana,96,37,0,1,0,0,0,1,0,0
215059.5,4.73,3.07,18.51,2.14,1.13,Khlong Tan Nuea,Watthana,130,4,0,1,1,0,0,0,0,0
244638.7273,4.07,2.4,19.14,1.56,3.1,Khlong Tan Nuea,Watthana,52,5,0,1,1,0,1,1,0,0
130403,4.12,2.47,19.12,1.69,3.12,Khlong Tan Nuea,Watthana,102,9,0,1,1,0,1,1,0,0
155268.6667,4.42,2.82,18.91,2.14,3.39,Klogton-Nua,Watthana,288,3,0,1,1,0,1,1,1,0
118000,4.75,3.11,18.68,1.58,3.01,Phra Khanong,Khet Khlong Toei,132,9,0,1,0,0,0,1,0,0
203834.2727,3.62,1.97,19.68,0.45,2.9,Khlong Tan,Khlong Toei,246,14,0,1,1,0,1,1,0,0
372653.2,0.1,1.2,16.32907429,0.5,1.9,Khwaeng Khlong Toei,Khlong Toei,273,6,1,1,1,0,0,0,0,0
157385.2,1.82,0.52,20.4,1.38,3.04,Khlong Toei,Khlong Toei,162,7,1,1,1,0,1,1,0,0
88462,2.44,0.1,17.28,3.61,3.55,Phra Khanong,Khlong Toei,772,5,1,1,1,0,1,1,0,0
121085.9286,2.13,4.89,17.05,3.36,4.15,Phra Khanong,Khlong Toei,460,12,0,1,1,0,1,1,0,0
266109,2.65,1.96,21.59,1.91,2.63,Khlong Toei,Khlong Toei,468,2,0,1,1,0,0,0,0,0
141177.2727,4.65,3.13,19.04,1.64,3.55,Phra Khanong,Khlong Toei,466,6,1,1,1,1,0,0,0,0
123585.6,3.66,2.08,19.77,0.59,3.02,Khlong Tan,Khlong Toei,138,16,0,1,1,0,1,1,0,0
196438.5,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Toei,Khlong Toei,165,20,1,1,1,0,1,1,0,0
386725.5,3.49,1.84,19.83,0.31,2.78,Khlong Tan,Khlong Toei,146,2,0,1,1,0,1,1,0,0
161586.3636,3.15,1.74,20.42,0.73,2.66,Khlong Tan,Khlong Toei,269,14,1,1,1,0,0,1,0,0
116279,2.78,0.81,16.49,4.01,3.73,Phra Khanong,Khlong Toei,339,4,0,1,1,1,0,0,0,0
141236,2.76,0.76,16.53,3.99,3.72,Phra Khanong,Khlong Toei,339,5,1,1,1,1,1,1,0,0
89963.75,2.89,0.83,16.41,4.12,3.85,Phra Khanong,Khlong Toei,485,14,0,1,1,0,1,1,0,0
119376,4.68,3.16,19.04,1.68,3.59,Khwaeng Phra Khanong,Khet Khlong Toei,105,5,0,1,1,0,1,1,0,0
188571,1.09,3.83,18.12,2.29,3.55,Phra Khanong,Khlong Toei,449,4,1,1,1,0,1,1,0,0
148800,1.76,0.6,20.48,1.47,3.01,Khlong Toei,Khlong Toei,68,27,1,1,1,0,1,1,0,0
192688,1.85,0.41,20.29,1.33,3.03,Khwaeng Khlong Toei,Watthana,122,8,0,1,1,1,1,1,0,0
203552,3.27,1.68,20.09,0.26,2.63,Khlong Tan,Khlong Toei,185,18,0,1,0,0,1,1,0,0
154442.5,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Toei,Khlong Toei,112,33,0,1,0,0,0,1,0,0
120833,3.05,1.68,20.56,0.82,2.6,Soi Setthi Thawi Sap,Khlong Toei,316,6,1,1,1,0,1,1,0,0
120588,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Toei,Khlong Toei,135,30,0,1,0,0,0,1,0,0
199795.5,1.77,0.44,20.32,1.41,2.97,Khlong Toei,Khlong Toei,263,2,0,1,1,0,0,0,0,0
179740,3.86,2.23,19.49,0.7,3.16,Khlong Tan,Khlong Toei,48,17,0,1,0,0,0,1,0,0
150877.9412,4.64,3.17,19.17,1.72,3.75,Khlong Tan,Khlong Toei,1178,5,0,1,1,0,1,1,0,0
142368,2.32,0.68,20.26,0.87,3.43,Khlong Toei,Khlong Toei,192,19,0,1,1,0,0,0,1,0
259569.1429,3.02,1.81,20.77,1.15,2.69,Khwaeng Khlong Toei,Khlong Toei,331,5,1,1,1,1,0,0,0,0
107692,2.51,0.96,20.56,0.7,3.68,Khlong Toei,Khlong Toei,54,32,0,1,1,0,0,1,1,0
91814.5,1.39,3.99,18.29,2.48,4.03,Phra Khanong,Khlong Toei,887,14,1,1,1,0,1,1,0,0
85838.28571,1.94,4.69,17.26,3.16,4.05,Phra Khanong,Khlong Toei,383,9,0,1,0,0,1,1,0,0
87500,1.58,0.33,20.16,1.6,2.75,Khwaeng Khlong Toei,Khlong Toei,48,43,0,1,0,0,0,1,0,0
163366,1.62,0.34,20.19,1.56,2.8,Khlong Toei,Khlong Toei,74,15,1,1,1,0,1,1,0,0
166169.7143,0.94,3.67,18.29,2.13,3.48,Phra Khanong,Khlong Toei,259,4,1,1,1,0,1,1,0,0
127157,2.92,1.63,20.74,0.96,2.52,Khlong Toei,Khlong Toei,76,13,1,1,1,0,1,1,0,0
234240.5405,3.2,1.74,20.33,0.64,2.68,Khlong Tan,Khlong Toei,940,4,0,1,1,0,1,1,0,0
70513,1.32,0.55,20.2,1.87,2.55,Khwaeng Khlong Toei,Khet Khlong Toei,90,17,1,1,1,0,1,1,0,0
109085.5455,3.77,2.14,19.57,0.6,3.07,Khlong Tan,Khlong Toei,538,25,0,1,1,0,1,1,0,0
198796.75,4.23,2.59,19.13,1.06,3.51,Khlong Toei,Khlong Toei,216,11,1,1,1,0,0,1,0,0
169675,4.43,2.72,18.77,1.39,1.99,Khlong Tan,Khlong Toei,152,10,1,1,1,0,1,1,0,0
213176.3333,4.19,2.55,19.16,1.02,3.47,Khlong Tan,Khlong Toei,265,11,1,1,1,1,1,1,0,0
180113.5,0.5,2.4,16.32907429,0.8,1.6,Khlong Toei,Khlong Toei,78,19,0,1,0,0,1,1,0,0
236782.2857,4.66,3.05,18.81,1.52,3.1,Phra Khanong,Khlong Toei,199,12,1,1,1,0,1,1,0,0
181332.25,4.67,3.06,18.8,1.53,3.11,Phra Khanong,Khlong Toei,162,12,1,1,1,0,1,1,0,0
67519,2.5,0.12,17.09,3.69,3.58,Phra Khanong,Khlong Toei,738,15,1,1,1,0,0,1,0,0
189043.7857,4.65,3,18.74,1.47,2.88,Phra Khanong,Khlong Toei,460,15,1,1,1,0,1,1,0,0
125627.5,1.39,3.89,18.51,2.4,4.09,Phra Khanong,Khlong Toei,478,8,1,1,0,0,1,1,0,0
88136.4,1.51,4.16,18.08,2.64,4.07,Phra Khanong,Khlong Toei,1432,13,0,1,1,0,0,0,1,0
124926.5,0.2,2.1,16.32907429,1,1.9,Khlong Toei,Khlong Toei,196,30,0,1,0,0,1,1,0,0
47250.6,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Phra Khanong,Khlong Toei,514,26,0,1,0,0,1,1,0,0
105414,1.43,0.35,20.05,1.76,2.58,Khwaeng Khlong Toei,Khet Khlong Toei,82,33,0,1,0,0,0,1,0,0
127222,1.68,0.3,20.17,1.5,2.84,Khlong Toei,Khlong Toei,118,10,0,1,0,0,0,1,0,0
89286,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Toei,Khlong Toei,54,32,0,1,0,0,0,1,0,0
113861.5,2.88,1.56,20.73,0.9,2.46,Khlong Toei,Khlong Toei,70,10,1,1,1,0,1,1,0,0
97619,2.62,1.29,20.9,0.91,3.89,Khlong Toei,Khlong Toei,140,14,0,1,1,0,1,1,0,0
139418.25,1.06,0.69,20.04,1.17,2.27,Soi Pha Suk,Khlong Toei,132,10,1,1,1,0,1,1,0,0
47000,3.7,2.5,16.32907429,0.7,1.5,Khwaeng Khlong Toei,Khlong Toei,35,30,0,1,0,0,0,1,0,0
227252.25,3.29,1.78,20.18,0.52,2.72,Khlong Tan,Khlong Toei,54,19,0,1,1,0,1,1,0,0
156977,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Tan,Khlong Toei,78,12,0,1,1,0,1,1,0,0
136908.2,3.63,2.05,19.79,0.56,2.99,Khong Tan,Khlong Toei,224,11,1,1,1,0,1,1,0,0
104000,3.46,1.9,19.97,0.47,2.84,Khlong Tan,Khlong Toei,81,32,0,1,0,0,0,1,0,0
135176.3333,4.02,2.4,19.36,0.86,3.33,Khlong Tan,Khlong Toei,138,10,1,1,1,1,1,1,0,0
174359.5,4.42,2.84,19.11,1.32,3.17,Khlong Tan,Khlong Toei,449,4,0,1,1,1,0,0,0,0
140625,4.37,2.77,19.11,1.24,3.06,Khlong Tan,Khlong Toei,78,17,0,1,1,0,1,1,0,0
224972,0.83,3.42,18.64,1.91,3.53,Phra Khanong,Khlong Toei,229,4,1,1,1,0,0,0,0,0
140000,4.53,2.89,18.87,1.36,2.88,Phra Khanong,Khlong Toei,76,16,0,1,0,0,0,1,0,0
165729,0.88,3.54,18.48,2.02,3.53,Phra Khanong Nuea,Khlong Toei,272,5,0,1,1,0,1,1,0,0
108585,1.21,3.95,18.01,2.41,3.63,Phra Khanong,Khlong Toei,69,17,0,1,0,0,0,1,0,0
134614.5,0.84,3.6,18.23,2.07,3.26,Khwaeng Phra Khanong,Khet Khlong Toei,303,17,0,1,0,0,1,1,0,0
142268.2,1.65,4.4,17.58,2.87,3.91,Phra Khanong,Khlong Toei,70,16,0,1,1,1,1,1,0,0
129848.8667,2.26,0.65,16.97,3.49,4.31,Phra Khanong,Khlong Toei,612,6,1,1,1,0,1,1,0,0
119178.1667,0.7,3.4,16.9,0.6,1.8,Phra Khanong,Khlong Toei,356,7,0,1,1,1,0,0,0,0
186703,1.3,3.3,17.4,1.2,1.9,Phra Khanong,Khlong Toei,582,2,1,0,0,0,0,0,0,0
97629.33333,0.4,3.5,16.6,0.3,1.9,Phra Khanong,Khlong Toei,154,6,1,1,1,1,1,1,0,0
83229,0.2,1.4,16.32907429,0.5,1.8,Khlong Toei,Khlong Toei,480,33,0,0,0,0,0,0,0,0
167424.5,0.5,3.7,18.5,1.2,0.5,Khlong Tan Nuea,Khlong Toei,24,6,0,1,1,0,1,1,0,0
251613,0.5,1.4,16.32907429,0.5,1.6,Khlong Toei,Khlong Toei,108,16,0,1,1,0,1,1,0,0
98174,0.9,2.6,16.32907429,5.6,0.7,Phra Khanong,Khlong Toei,137,32,0,1,0,0,0,1,0,0
84762,0.3,2,16.32907429,1,1.1,Khlong Tan,Khlong Toei,15,43,1,1,1,0,1,1,0,0
187894.8571,0.7,2.5,16.32907429,0.7,1.5,Khlong Tan,Khlong Toei,292,15,1,1,1,0,1,1,0,0
117073,0.6,2.3,16.32907429,0.5,1.4,Khlong Tan,Khlong Toei,76,43,0,1,0,0,0,1,0,0
224084.0357,0.6,2.5,16.32907429,0.7,1.5,Khlong Tan,Khlong Toei,402,8,1,1,1,0,0,0,0,0
88496.375,0.5,4.1,17,1,1.2,Phra Khanong,Khlong Toei,837,11,1,1,1,0,1,1,0,0
208865.6667,0.8,1.8,16.32907429,0.6,1.6,Khlong Toei,Khlong Toei,604,15,1,1,1,0,0,1,0,0
154100.7273,0.1,4.4,17.5,1.4,0.6,Phra Khanong,Khlong Toei,486,11,1,1,1,0,1,1,0,0
83806,0.4,4,18,1.2,0.3,Phra Khanong,Khlong Toei,280,15,1,1,1,0,1,1,0,0
93056,0.1,1.5,16.32907429,1.2,1,Khlong Ton Sai,Khlong San,266,15,0,1,1,0,1,1,0,0
68438,0.3,1.4,16.32907429,1.1,1.1,Din Daeng,Khlong San,248,15,0,1,0,0,0,1,0,0
193468.9677,0.5,0.7,16.32907429,0.6,0.9,Khlong Ton Sai,Khlong Ton Sai,890,15,0,1,1,0,1,1,0,0
195502,0.1,1.1,16.32907429,0.4,2,Khlong Toei Nuea,Watthana,478,6,1,1,1,0,0,0,0,0
133994.1429,0.3,0.7,16.32907429,0.5,1.4,Khlong Toei Nuea,Watthana,220,15,0,1,1,0,1,1,0,0
243787.2308,0.5,0.5,20,0.6,1.5,Khlong Toei Nuea,Watthana,419,5,1,1,1,0,0,0,0,0
153333,1.536896235,0.4,19.8,1.726724437,3.3,Khlong Toei Nuea,Watthana,76,4,0,1,0,0,1,1,1,0
132665.75,0.5,0.8,19.6,1.1,1.5,Khwaeng Khlong Toei Nuea,Watthana,145,10,1,1,1,1,1,1,0,0
77913.66667,3,2.5,18.6,0.4,0.5,Khlong Tan Nuea,Watthana,736,29,1,1,1,0,0,1,0,0
206473,0.4,1.3,16.32907429,0.9,1.6,Khlong Toei Nuea,Watthana,377,4,0,1,1,0,1,1,0,0
142086.25,0.1,2.7,19.1,1,1.1,Khlong Tan,Khlong Toei,656,11,1,1,1,0,1,1,0,0
147731,0.5,2.2,16.32907429,0.4,1.4,Khlong Tan,Khlong Toei,78,17,0,1,1,0,1,1,0,0
187321.0526,0.8,2.5,16.32907429,0.7,1.4,Khlong Tan,Khlong Toei,361,15,0,1,1,1,0,0,1,0
109910.7692,0.6,2.4,20,0.6,1.4,Khlong Tan,Khlong Toei,329,16,0,1,1,0,1,1,0,0
181713.8889,0.3,2.1,19.8,0.3,0.9,Khlong Toei,Khlong Tan,243,12,1,1,1,0,1,1,0,0
311507.6176,0.4,2.5,19.3,0.9,1,Khlong Tan,Khlong Toei,197,6,0,1,1,1,0,0,0,0
57438.33333,0.2,0.8,4.2,2.1,2,Thung Song Hong,Thung Song Hong,482,8,1,1,1,0,1,1,0,0
