PSM,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,TotalUnits,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
132080.5,1.95,0.94,15.01,1.35,1.27,Bang Sue,Bang Sue,235,2,0,1,1,0,0,1,0,0
71154.5,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Sue,Bang Sue,709,11,1,1,1,0,1,1,0,0
126377.6667,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Sue,BangSue,742,4,1,1,1,1,0,0,0,0
77090.77778,1.54,1.12,14.79,1.76,1.61,Khwaeng Bang Sue,Bang Sue,1724,10,1,1,1,0,1,1,0,0
70366.25,2.92,2.24,12.14,3,4.09,Wong Sawang,Bang Sue,669,15,0,1,1,0,0,1,0,0
105357,1.2,1.37,13.77,2.53,2.63,Bang Sue,Bang Sue,486,3,0,1,1,1,0,0,0,0
71197.4,2.29,1.91,12.65,3.29,3.76,Wong Sawang,Bang Sue,1232,8,1,1,1,0,1,1,0,0
45217,3.78,3.32,26.46,3.1,4.47,Bang Waek,Phasi Charoen,1085,7,1,1,1,0,0,0,0,0
57364.5,4.73,1.95,19.75,0.98,3.54,Bang Yi Khan,Bang Phlat,1121,15,0,1,1,0,0,1,1,0
90909,0.1,2.75,20,0.16,3.82,Bang Yi Khan,Bang Phlat,560,6,0,1,1,1,0,0,1,0
56304,3.35,2.5,30.01,1.01,1.97,Bang Khun Thian,Chom Thong,392,7,1,1,0,0,1,1,0,0
89763.33333,0.27,0.71,26.57,4.21,4.39,Bang Kho,Chom Thong,979,8,1,1,1,1,0,1,0,0
280444.8571,0.43,1.69,19.46,3.21,1.14,Lumphini,Pathum Wan,219,14,1,1,1,0,1,1,0,0
240458.1667,2.63,3.68,22.36,2.16,3.58,Suriya Wong,Bang Rak,428,6,0,1,1,1,0,0,0,0
159339.6667,3.59,2.97,16.95,3.72,3.34,Huai Khwang,Huai Khwang,802,7,1,1,1,0,0,1,0,0
148912.4286,2.54,1.83,18.06,2.78,2.63,Ratchathewi,Ratchathewi,2248,4,1,1,1,0,0,1,0,0
112963,1.95,3.54,20.97,1.68,2.3,Pathum Wan,Pathum Wan,510,11,1,1,1,0,1,1,0,0
148511,1.07,3.73,17.89,2.25,2.9,Phra Khanong Nuea,Watthana,6,5,0,1,1,0,1,1,0,0
271327,2.8,3.82,17.4,3.22,1.45,Phaya Thai,Phaya Thai,86,9,1,0,0,0,0,0,0,0
116092.6667,2.23,3.45,21.85,1.79,3.08,Si Phraya,Bang Rak,155,19,0,0,0,0,0,1,0,0
96374.33333,2.31,3.36,22.06,1.84,3.29,Bang Rak,Bang Rak,156,11,0,0,0,0,0,0,0,0
42063,1.75,3.91,12.23,2.36,2.98,Chatuchak,Chatuchak,150,32,1,1,0,0,1,1,1,0
84615,4.9,3.38,15.5,2.02,3.38,Phra Khanong,Khet Phra Khanong,79,12,1,1,1,1,0,1,0,0
74419,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Samsen Nok,Huai Khwang,79,12,0,0,1,0,1,1,0,0
23064,1.55,4.35,21.65,2.07,2.91,Bang Khun Non,Bangkok Noi,402,28,0,1,0,0,1,1,0,0
31864,4.62,3.48,22.93,2.79,1.16,Bang Khun Non,Bangkok Noi,469.7599049,20,0,1,0,0,0,1,0,0
56055.6,1.9,4.58,20.45,1.89,3.78,Arun Amarin,Bangkok Noi,1408,12,0,1,1,0,0,1,0,0
89231,4.41,3.38,23.02,2.91,1.01,Ban Chang Lo,Bangkok Noi,726,2,0,1,1,0,0,0,0,0
70213,4.51,3.79,23.22,3.07,1.44,Bang Khun Si,Bangkok Noi,366,5,1,1,1,0,0,0,0,0
85413.33333,4.77,2.57,22.19,2.19,0.52,Ban Chang Lo,Bangkok Noi,416,10,0,1,1,0,0,1,0,0
99903,0.17,3.23,22.13,1.97,1.37,Bang Khun Si,Bangkok Noi,1196,9,1,0,1,1,0,0,0,0
39991,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Toei Nuea,Watthana,309,27,1,1,0,0,0,1,1,0
51333,0.89,3.7,21.63,1.66,2.25,Bang Khun Non,Bangkok Noi,445,12,0,1,0,0,1,1,0,0
53017.5,4.7,0.89,21.39,3.32,4.32,Wat Ratchabophit,Phra Nakhon,588,25,0,1,1,0,1,1,0,0
107826,2.09,4.24,24.73,2.96,2.46,Wat Tha Phra,Bangkok Yai,795,4,1,1,1,0,0,0,0,0
96385.33333,1.91,4.23,24.78,3.08,2.66,Wat Tha Phra,Bangkok Yai,844,6,1,1,1,1,0,1,0,0
78214,2.06,4.02,24.59,3.02,2.71,Wat Tha Phra,Bangkok Yai,421,2,0,1,1,0,0,0,0,0
53423.5,2.17,4.65,25.01,3.23,2.62,Wat Tha Pra,Bangkok Yai,1932,8,1,1,1,0,0,0,0,0
78549,0.4,1.1,16.32907429,1.7,1.5,Wat Tha Phra,Bangkok Yai,814,8,0,1,1,1,0,1,1,0
54929,1.79,4.4,24.93,3.21,2.76,Wat Tha Phra,Bangkok Yai,610,15,0,1,1,0,0,1,1,0
110769,3.36,2.77,23.31,1.7,1.51,Wat Arun,Bangkok Yai,259,2,0,1,1,0,1,1,0,0
85736,3.07,4.2,24.32,2.64,1.94,Wat Tha Phra,Bangkok Yai,184,4,0,1,1,1,1,1,0,0
63300,1.536896235,2.64,26.19,3.55,1.88,Bang Pakok,Rat Burana,1028,14,0,1,1,1,0,0,0,0
42065.33333,1.536896235,2.6,10.13,0.76,2.68,Nuanchan,Bueng Kum,406,11,0,1,1,0,1,1,0,0
42842.66667,1.536896235,2.45,13.28,4.33,3.94,Khlong Kum,Bueng Kum,658,11,1,1,1,0,1,1,0,0
55542.57143,4.71,2.13,13.48,3.25,2.85,Khlong Kum,Bueng Kum,703,7,0,1,1,0,1,1,0,0
53329,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Nawamin,Bueng Kum,378,7,1,1,1,1,0,1,0,0
61605.25,4.27,1.89,14.16,2.61,1.79,Khlong Kum,Bueng Kum,1831,9,0,1,1,1,0,0,0,0
90023,1.536896235,1.63,9.65,2,1.62,Nuanchan,Bueng Kum,208,4,0,1,1,0,1,1,0,0
64920,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Kum,Bang Sue,1296,11,0,1,1,0,1,1,1,0
74072.5,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Kum,Bueng Kum,505,6,1,1,1,0,1,1,0,0
51359.25,4.38,2.06,13.69,2.84,2.36,Khlong Kum,Bueng Kum,691,12,0,0,1,0,0,1,1,0
47454,1.536896235,3.5,11.3,1.85,2.01,Nuanchan,Bueng Kum,711,11,0,1,1,0,1,1,0,0
40741,1.536896235,2.73,13.35,1.39,4.55,Khlong Kum,Khan Na Yao,242,12,0,1,1,0,1,1,0,0
80674,2.38,2.62,10.71,2.54,2.21,Chantharakasem,Chatuchak,242,6,1,1,1,0,0,0,0,0
149758.4,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chan Kasem,Chatuchak,474,4,0,1,1,1,1,1,1,0
83886,1.94,0.52,11.8,2.73,2.55,Jom Phon,Chatuchak,180,10,1,1,1,0,1,1,0,0
78333,4.34,3.99,8.7,4.42,1.06,Sena Nikhom,Chatuchak,249,5,0,1,1,1,1,1,0,0
69879.5,1.5,0.3,13.3,1.4,2.4,Jom Phon,Bangkok Noi,123,11,1,1,1,0,1,1,0,0
89479,1.46,4,12.09,2.33,2.86,Chom Phon,Chatuchak,97,7,1,1,1,1,0,1,0,0
74873.33333,2.93,1.36,10.96,2.2,1.8,Chatuchak,Chatuchak,79,11,0,1,1,0,1,1,0,0
88889,0.68,3.88,12.35,2.04,3.35,Chan Kasem,Chatuchak,236,11,1,1,1,0,0,0,0,0
74194,4.69,3.88,10.63,1.1,4.77,Chom Phon,Chatuchak,168,10,1,1,1,0,1,1,0,0
91576.9,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Samsen Nai,Phaya Thai,1012,11,1,1,1,1,1,1,0,0
126076.3333,2.23,0.89,11.39,2.59,2.15,Chom Phon,Chatuchak,880,2,0,1,0,0,1,1,0,0
152281,2.29,0.6,11.68,3,2.45,Chom Phon,Chatuchak,286,10,1,1,1,0,1,1,0,0
218867.6667,2.23,4.24,12,2.79,2.78,Chom Phon,Chatuchak,429,2,0,1,0,0,1,1,0,0
42647,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chom Phon,Chatuchak,366,29,0,1,0,0,0,1,0,0
98214,3.46,2.36,9.91,1.11,0.67,Chan Kasem,Chatuchak,1827,13,0,1,1,0,0,0,0,0
148083,3.65,3.51,9.72,4.95,0.49,Chan Kasem,Chatuchak,261,5,1,1,1,1,0,0,0,0
75758,2.95,1.35,10.99,2.24,1.84,Chatuchak,Chatuchak,79,11,0,1,1,0,1,1,0,0
75532,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chom Phon,Chatuchak,123,15,0,0,0,0,0,1,0,0
126250.6667,1.41,1.84,8.72,3.62,1.54,Lat Yao,Chatuchak,310,4,1,1,1,1,0,0,0,0
55138,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chan Kasem,Chatuchak,192,12,1,1,1,0,1,1,0,0
99655,4.35,3.16,8.91,4.2,0.34,Lat Yao,Chatuchak,768,10,1,1,0,1,0,1,0,0
85000,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chom Phon,Chatuchak,127,11,1,1,1,0,0,1,0,0
171566.75,3.01,1.68,10.59,1.79,1.37,Chatuchak,Chatuchak,333,4,1,1,1,0,0,0,0,0
158090.6667,4.6,3.25,8.56,3.97,0.7,Sena Nikhom,Chatuchak,200,5,0,1,1,0,1,1,0,0
90660.25,3.37,1.99,10.31,1.56,1.17,Lat Yao,Chatuchak,390,15,1,1,1,0,1,1,0,0
75110.33333,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Lat Yao,Chatuchak,332,12,0,1,1,0,1,1,0,0
73852.33333,3.08,2.86,11.57,2.71,3.7,Lat Yao,Chatuchak,840,8,0,1,1,1,1,1,0,0
109268.1429,1.3,3.88,12.21,2.18,3,Chom Phon,Chatuchak,561,15,1,1,0,0,1,1,0,0
121605.875,0.1,3.33,6.7,2.47,2.56,Lat Yao,Chatuchak,900,5,1,1,1,1,0,0,0,0
83541,1.86,2.46,13.81,1.5,4.77,Jom Phon,Chatuchak,222,6,1,1,1,0,1,1,0,0
83814,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chom Phon,Chatuchak,76,9,1,1,1,0,1,1,0,0
70513,2.98,1.76,10.51,1.7,1.27,Khwaeng Chom Phon,Khet Chatuchak,362,27,0,0,1,0,0,1,0,0
71209,4.31,3.97,8.73,4.43,1.02,Sena Nikhom,Chatuchak,216,7,1,1,1,1,0,0,0,0
114952,2.02,3.69,12.56,2.32,3.33,Chom Phon,Chatuchak,490,11,1,1,1,0,1,1,0,0
74891.5,0.59,3.76,12.48,2,3.56,Chan Kasem,Huai Khwang,474,14,1,1,1,0,1,1,0,0
38462,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chom Phon,Chatuchak,915,31,0,1,0,0,0,1,0,0
60404,4.17,3.73,8.92,4.45,0.64,Sena Nikhom,Chatuchak,505,13,1,1,1,0,1,1,0,0
113929.2727,0.83,3.81,12.32,2.01,3.21,Chom Phon,Chatuchak,514,7,0,1,1,1,0,0,1,0
80841,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Lat Yao,Chatuchak,79,9,1,1,1,0,1,1,0,0
33709.5,3.14,1.51,9.72,4.53,3.68,Chatuchak,Chatuchak,1031,15,0,1,0,0,0,1,0,0
84356,1.93,3.43,12.81,2.1,3.57,Chom Phon,Chatuchak,728,13,1,1,1,0,1,1,0,0
87735.25,4.47,2.29,9.7,4.57,1.71,Lat Yao,Chatuchak,875,7,1,1,1,0,0,0,0,0
148585.7,2.34,0.7,11.58,2.78,2.35,Chom Phon,Chatuchak,1615,4,0,1,1,0,0,1,1,0
64000,0.7,3.85,12.37,2.11,3.46,Chan Kasem,Chatuchak,79,16,0,1,1,0,1,1,0,0
74461.22222,0.46,3.77,12.58,1.85,3.6,Chan Kasem,Chatuchak,801,16,1,1,1,0,1,1,0,0
159719.6667,0.67,3.78,12.4,1.95,3.35,Chom Phon,Chatuchak,497,8,1,1,1,1,0,0,0,0
50758,1.58,3.85,12.27,2.25,3.02,Lat Yao,Chatuchak,193,32,1,1,1,0,0,1,0,0
89244.5,1.61,3.99,12.11,2.37,2.87,Chom Phon,Chatuchak,418,14,0,1,1,1,0,1,0,0
53497,4.81,1.16,8.68,3.48,2.26,Ngamwongwan Rd,Ladyao Chatuchak,77,12,0,1,1,0,1,1,0,0
76333,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chom Phon,Chatuchak,129,10,0,1,1,0,1,1,0,0
65886.83333,4.33,3.76,8.74,4.33,0.83,Sena Nikhom,Chatuchak,882,8,0,1,1,0,0,1,1,0
55000,3.29,2.17,10.1,1.3,0.86,Khwaeng Chan Kasem,Khet Chatuchak,257,28,0,0,1,0,1,1,0,0
56050,3.83,3.61,9.37,4.73,0.24,Chan Kasem,Chatuchak,69,16,0,1,0,0,0,1,0,0
78324.66667,2.83,1.37,10.91,2.12,1.7,Soi Phahon Yothin 21,Chatuchak,828,13,1,1,0,0,1,1,0,0
86644.33333,0.56,3.2,7.91,3.42,1.36,Sena Nikhom,Chatuchak,229,7,0,1,1,0,1,1,0,0
157921.375,2.99,1.65,10.63,1.83,1.41,Chatuchak,Chatuchak,488,4,1,1,1,1,0,0,0,0
153166.2857,2.24,0.56,11.71,2.95,2.48,Chom Phon,Chatuchak,1140,3,0,1,1,1,0,0,1,0
188621.1333,1.9,3.31,13.01,2.1,3.78,Chom Phon,Chatuchak,841,6,0,1,0,0,0,0,0,0
86444,3.49,3.58,9.95,1.16,0.74,Lat Yao,Chatuchak,236,14,0,1,1,0,1,1,0,0
82603,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Lat Yao,Chatuchak,308,16,1,1,1,0,1,1,0,0
53020,3.82,3.27,9.67,4.83,0.58,Khwaeng Lat Yao,Khet Chatuchak,235,32,0,1,0,0,0,1,0,0
68538,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chom Phon,Chatuchak,389,10,1,1,1,0,1,1,0,0
128437.1818,1.51,2.4,14.09,1.78,4.36,Chatuchak,Chatuchak,864,9,1,1,0,0,1,1,0,0
121071,3.74,3.48,9.58,4.84,0.35,Chan Kasem,Chatuchak,546,5,0,1,1,0,0,0,0,0
52756.5,4.45,3.61,8.63,4.18,0.81,Sena Nikhom,Chatuchak,1456,15,0,1,1,0,0,0,1,0
127500,4.79,4.09,8.24,4.15,1.52,Sena Nikhom,Chatuchak,649,3,0,1,1,1,1,1,0,0
60999.66667,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Sena Nikhom,Chatuchak,180,12,0,1,1,0,1,1,0,0
81873.66667,4.85,4.06,8.18,4.09,1.54,Sena Nikhom,Chatuchak,563,9,0,1,1,0,0,1,0,0
60168,4.55,3.65,8.52,4.12,0.95,Sena Nikhom,Chatuchak,834,17,0,1,1,0,1,1,0,0
52941,3.6,3.37,10.21,1.54,1.2,Lat Yao,Chatuchak,285,28,0,1,0,0,0,1,0,0
60017.33333,3.77,3.22,10.3,3.41,1.45,Lat Yao,Chatuchak,804,13,1,1,0,0,1,1,0,0
92517.5,2.08,2.11,10.95,2.5,2.11,Chan Kasem,Chatuchak,171,6,1,1,1,0,1,1,0,0
57826,3.7,3.61,9.54,4.86,0.31,Sena Nikhom,Chatuchak,99,30,0,1,0,0,0,1,0,0
68025,0.6,1.7,9.7,1.6,0.5,Chankasem Subdistrict,Chatuchak,322,10,1,1,1,0,0,1,0,0
83704,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chom Phon,Chatuchak,214,5,0,1,1,0,1,1,0,0
56250,2.75,2.04,17.86,2.92,2.78,Jom Phon,Chatuchak,49,12,0,1,1,0,0,1,0,0
52621.4,0.82,3.95,12.25,2.22,3.35,Chan Kasem,Chatuchak,378,15,0,1,0,0,1,1,0,0
39106,0.96,3.84,12.22,2.37,3.44,Chan Kasem,Chatuchak,194,31,0,1,0,0,0,1,0,0
147922,1.01,3.86,12.24,2.09,3.09,Chom Phon,Chatuchak,332,3,1,1,1,0,1,1,0,0
90116,1.26,4.28,11.85,2.48,2.76,Chom Phon,Chatuchak,185,4,0,1,1,0,1,1,0,0
121499,4.4,2.8,9.12,4.24,0.6,Lat Yao,Chatuchak,248,1,0,1,1,0,0,1,0,0
126471,2.9,3.92,11.28,2.76,2.43,Jom Phon,Chatuchak,156,6,0,1,1,1,1,1,0,0
74858.2,4.52,3.92,8.51,4.25,1.15,Sena Nikhom,Chatuchak,1522,5,0,1,1,0,1,1,0,0
71632.5,1.38,1.63,11.66,2.69,2.67,Chan Kasem,Chatuchak,79,10,1,1,1,0,1,1,0,0
98000,1.75,1.65,11.31,2.71,2.29,Chan Kasem,Chatuchak,191,5,0,1,1,1,0,1,0,0
78130.5,1.45,3.05,13.07,1.58,3.83,Chom Phon,Chatuchak,362,10,0,1,1,0,1,1,0,0
28732,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Lat Yao,Chatuchak,800,25,0,1,0,0,1,1,0,0
30522,3,3.86,11.16,3.43,2.45,Chatuchak,Chatuchak,248,38,0,1,1,0,1,1,0,0
103489.2,2.07,3.93,12.3,2.52,3.07,Chom Phon,Chatuchak,1533,7,1,1,1,1,0,0,0,0
35890,2.75,2.04,17.86,2.92,2.78,Jom Phon,Chatuchak,332,16,0,1,0,0,1,1,0,0
151823.5,4.22,3.23,9.04,4.33,0.21,Sena Nikhom,Chatuchak,332,4,0,1,1,0,1,1,0,0
36047,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Chan Kasem,Chatuchak,469.7599049,12,0,0,1,0,1,1,0,0
76264.5,2.55,2.05,10.53,1.91,1.5,Chan Kasem,Chatuchak,486,11,0,1,1,0,1,1,0,0
89661.28571,2.34,0.7,11.58,2.78,2.35,Chom Phon,Chatuchak,456,11,1,1,1,0,0,1,0,0
71739,3.81,3.64,28.34,2.63,3.7,Bangmot,Chom Thong,377,5,0,1,1,0,1,1,0,0
62451.66667,2.71,3.7,27.98,2.7,3.45,Chom Thong,Chom Thong,747,10,1,1,1,0,0,1,1,0
67110,0.53,1.04,26.94,4.59,4.69,Bang Kho,Chom Thong,546,9,0,1,1,0,1,1,1,0
78605.33333,0.49,1.08,26.97,4.61,4.74,Bang Kho,Chom Thong,613,8,1,1,1,0,0,0,1,0
59286,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Kho,Chom Thong,364,9,0,1,1,0,0,0,1,0
94259,0.51,0.8,26.69,4.35,4.44,Bangko,Chom Thong,1161,3,0,1,1,1,0,0,0,0
51698.66667,3.78,2.78,29.89,2.63,1.5,Bang Mot,Chom Thong,616,11,0,1,1,1,1,1,0,0
83772.5,0.11,0.93,26.74,4.37,4.6,Bang Kho,Chom Thong,1004,8,1,1,1,1,0,1,0,0
67000,0.33,0.98,26.85,4.49,4.66,Bang Kho,Chom Thong,834,10,1,1,1,0,1,1,0,0
63967,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Kho,Chom Thong,72,3,0,1,1,0,1,1,0,0
80000,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Din Daeng,Din Daeng,281,9,1,1,1,0,1,1,0,0
70370,1.7,4.57,14.72,0.8,4.13,Ratchadaphisek,Din Daeng,441,13,0,1,1,0,1,1,0,0
75758,1.7,4.57,14.72,0.8,4.13,Ratchadaphisek,Din Daeng,441,13,0,1,0,0,0,1,0,0
112442.6,1.39,2.42,14.41,0.82,4.33,Din Daeng,Din Daeng,729,9,1,1,1,1,0,1,0,0
118353.7143,1.67,4.61,14.68,0.9,4.09,Ratchadaphisek,Din Daeng,535,7,0,1,1,0,1,0,0,0
223926.6667,2.62,1.92,17.97,2.85,2.68,Din Daeng,Din Daeng,599,4,1,1,1,0,0,1,0,0
45161,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Ratchadaphisek,Din Daeng,70,17,0,0,0,0,0,1,0,0
210568.75,2.46,1.88,18,2.92,2.48,Din Daeng,Din Daeng,325,3,1,1,1,0,0,0,1,0
78427.14286,2.24,2.35,17.74,3.63,1.78,Din Daeng,Din Daeng,920,11,0,1,1,0,1,1,0,0
80769,2.75,2.04,17.86,2.92,2.78,Din Daeng,Din Daeng,439,15,0,1,1,0,1,1,0,0
76920.42857,2.33,1.94,17.97,3.07,2.25,Din Daeng,Din Daeng,2177,14,1,1,1,0,0,1,0,0
107267.6667,2.33,1.94,17.97,3.07,2.25,Din Daeng,Din Daeng,543,5,1,1,1,0,0,1,0,0
54120,4.45,3.84,26.7,4.16,3.76,Din Daeng,Din Daeng,443,17,0,1,0,0,1,1,0,0
89589,3.55,3.03,16.86,3.85,3.22,Din Daeng,Din Daeng,344,19,0,1,1,0,0,1,0,0
109696,2.22,2.36,17.75,3.66,1.73,Din Daeng,Din Daeng,491,5,1,1,1,0,0,0,0,0
38750,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khwaeng Din Daeng,Khet Din Daeng,532,32,0,1,0,0,0,1,0,0
176684.2857,2.54,1.9,17.99,2.88,2.58,Din Daeng,Din Daeng,473,5,1,1,1,0,0,0,0,0
67476.85714,2.33,1.86,18.03,2.96,2.32,Thanon Asok - Din Daeng,Din Daeng,500,13,0,1,1,0,0,0,1,0
119298,2.05,2.74,17.85,2.52,1.11,Din Daeng,Din Daeng,226,5,0,1,1,0,1,1,0,0
79323.6,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Ratchadaphisek,Din Daeng,327,11,0,1,1,0,1,1,0,0
59700,1.92,4.94,14.94,4.76,3.92,Ratchadaphisek,Din Daeng,292,17,0,1,0,0,0,1,0,0
70185,1.6,4.67,14.63,0.82,4.17,Ratchadaphisek,Din Daeng,150,11,0,0,0,0,0,0,0,0
70000,0.11,3.25,13,1.4,3.95,Ratchadaphisek,Din Daeng,90,9,0,0,0,0,0,0,0,0
67821,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Ratchadaphisek,Din Daeng,193,12,1,1,1,0,0,0,1,0
76819,4.54,4.18,15.71,4.02,3.96,Din Daeng,Din Daeng,635,12,0,1,1,0,1,1,0,0
145641,0.1,3.18,13.08,1.34,4.04,Ratchadaphisek,Din Daeng,78,4,0,1,1,0,1,1,0,0
101636,2.93,2.8,17.14,3.9,2.43,Din Daeng,Din Daeng,1025,4,0,1,1,0,0,1,1,0
134544.4,3.15,2.72,17.16,3.65,2.84,Din Daeng,Din Daeng,335,6,1,1,1,0,0,0,0,0
93129,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Din Daeng,Din Daeng,560,5,1,1,1,1,0,1,0,0
109290.3333,1.13,2.92,14.14,0.42,4.78,Ratchadaphisek,Din Daeng,410,4,0,1,1,0,1,1,0,0
93663,1.02,2.68,14.04,0.79,4.69,Ratchadaphisek,Din Daeng,270,11,1,1,1,0,0,1,0,0
83292,4.13,2.82,3.05,0.81,4.25,Si Khan,Don Mueang,1072,18,1,0,1,0,1,1,0,0
67900,2.57,3.87,1.6,0.84,2.71,Si Kan,Don Mueang,673,7,0,1,1,0,1,1,0,0
49635.5,1.82,3.27,3.29,1.95,3.98,Sanam Bin,Don Mueang,706,12,1,1,0,0,0,1,0,0
113730,4.04,3.49,17.31,4.35,2.66,Thanon Nakhon Chai Si,Dusit District,248,1,0,1,1,0,0,0,0,0
48408.33333,2.31,1.69,14.69,1.47,2.14,Hua Mak,Bang Kapi,998,15,0,1,1,0,0,0,1,0
59107,2.79,1.41,13.55,1.15,1.68,Hua Mak,Bang Kapi,1212,10,0,1,1,1,0,0,0,0
51387.66667,4.69,4.06,15.95,4.63,2.65,Huai Khwang,Huai Khwang,1414,11,0,1,1,0,1,1,0,0
79592,4.47,3.89,16.08,4.52,4.07,Huai Khwang,Huai Khwang,79,11,0,1,0,0,1,1,0,0
138422.8261,3.33,2.59,17.36,3.29,3.25,Khwaeng Huai Khwang,Khet Huai Khwang,1991,9,1,1,1,0,0,0,0,0
66129,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Huai Khwang,HuaiKhwang,469.7599049,15,0,0,1,0,0,1,1,0
95372.66667,2.59,1.34,18.7,2,3.07,Bang Kapi,Huai Khwang,382,15,1,1,1,0,0,1,0,0
134186.6667,2.44,1.22,18.77,1.98,2.95,Bang Kapi,Huai Khwang,645,11,1,1,1,0,1,1,1,0
100261,2.73,1.48,18.62,2.04,3.19,Bang Kapi,Huai Khwang,295,12,1,1,1,0,1,1,0,0
94640.88889,2.24,4.72,15.2,4.34,3.47,Huai Khwang,Huai Khwang,483,15,1,1,1,0,1,1,0,0
175679.8182,3.04,2.16,17.8,2.86,3.12,Huai Khwang,Huai Khwang,1911,2,1,1,1,0,0,0,0,0
87178.28571,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Huai Khwang,Huai Khwang,691,12,0,1,1,0,1,1,1,0
117844,2.34,4.63,15.3,4.24,3.37,Huai Khwang,Huai Khwang,539,13,1,1,1,0,1,1,0,0
165738.375,2.11,4.83,15.08,4.47,3.6,Huai Khwang,Huai Khwang,1404,3,1,1,1,1,0,0,0,0
106369.25,1.79,4.54,14.76,4.78,3.9,Huai Khwang,Huai Khwang,837,11,1,1,1,0,1,1,0,0
150271.5,4.75,3.17,18.62,2.47,0.68,Bang Kapi,Huai Khwang,281,9,1,1,0,0,1,1,0,0
50266,1.88,2.03,13.74,1.45,4.57,Samsen Nok,Huai Khwang,485,16,0,1,1,0,1,1,1,0
60717.5,4.83,4.16,15.9,4.69,2.62,Huai Khwang,Huai Khwang,875,10,1,1,1,0,1,1,0,0
121213,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Kapi,Huai Khwang,66,6,1,1,0,0,0,1,0,0
92082.58333,4.56,3.32,17.44,3.3,0.88,Bang Kapi,Huai Khwang,1410,5,0,1,1,0,0,0,0,0
73810,3.03,4.33,15.8,4.79,2.63,Huai Khwang,Huai Khwang,597,13,1,1,1,0,0,1,0,0
159886.5,3.45,2.85,17.06,3.62,3.22,Huai Khwang,Huai Khwang,289,11,1,1,1,0,1,1,0,0
37254.5,1.6,2.53,13.25,1.81,4.82,Samsen Nok,Huai Khwang,725,19,0,1,0,0,1,1,0,0
96589.875,0.17,3.35,13.02,1.5,4.06,Samsen Nok,Huai Khwang,881,13,1,1,1,0,1,1,0,0
93704,2.3,4.67,15.26,4.28,3.41,Huai Khwang,Huai Khwang,398,13,1,1,1,0,1,1,1,0
69053.5,1.83,1.69,14.21,2.05,4.12,Samsen Nok,Huai Khwang,117,5,1,1,1,0,1,1,0,0
150199.5714,3.52,2.89,17.03,3.63,3.31,Din Daeng,Huai Khwang,755,6,1,1,1,0,0,0,0,0
143549.8,2.83,2.01,17.91,2.82,2.92,Huai Khwang,Huai Khwang,433,9,1,1,1,0,1,1,0,0
147511.6667,2.28,4.74,15.21,4.28,3.39,Huai Khwang,Huai Khwang,341,1,0,1,1,0,0,1,0,0
85668.5,3.73,2.49,17.95,2.65,2.67,Bang Kapi,Huai Khwang,1540,10,1,1,1,0,1,1,1,0
136617.4167,2.78,2,17.91,2.84,2.86,Huai Khwang,Huai Khwang,703,11,1,1,1,0,0,0,0,0
74083.5,3.07,2.12,17.88,2.76,3.2,Huai Khwang,Huai Khwang,400,16,0,1,1,0,1,1,0,0
89544,3.44,4.24,16.09,4.55,2.26,Huai Khwang,Huai Khwang,1337,4,0,1,1,0,0,0,0,0
